Species,Official gene symbol,Product type,Product description,UI
Mus musculus,SLC24A4,protein-coding gene,solute carrier family 24 member 4,0
Mus musculus,ASCL4,protein-coding gene,achaete-scute family bHLH transcription factor 4,0
Mus musculus,GPR151,protein-coding gene,G protein-coupled receptor 151,0
Mus musculus,HTR5B,protein coding gene,5-hydroxytryptamine (serotonin) receptor 5B,0
Mus musculus,SCUBE1,protein-coding gene,"signal peptide, CUB domain and EGF like domain containing 1",0
Mus musculus,1700024J04RIK,,,0
Mus musculus,AC120180.2,,,0
Mus musculus,ADAM20,protein-coding gene,ADAM metallopeptidase domain 20,0
Mus musculus,BPIFB5,protein coding gene,"BPI fold containing family B, member 5",0
Mus musculus,CATSPER1,protein-coding gene,cation channel sperm associated 1,0
Mus musculus,CCDC27,protein-coding gene,coiled-coil domain containing 27,0
Mus musculus,CLDN34C4,protein coding gene,claudin 34C4,0
Mus musculus,FAIML,protein coding gene,Fas apoptotic inhibitory molecule like,0
Mus musculus,GLT6D1,protein-coding gene,glycosyltransferase 6 domain containing 1,0
Mus musculus,GM21586,protein coding gene,"predicted gene, 21586",0
Mus musculus,INSL3,protein-coding gene,insulin like 3,0
Mus musculus,IQCF6,protein-coding gene,IQ motif containing F6,0
Mus musculus,KLK1B21,protein coding gene,kallikrein 1-related peptidase b21,0
Mus musculus,KLK1B22,protein coding gene,kallikrein 1-related peptidase b22,0
Mus musculus,KLK1B24,protein coding gene,kallikrein 1-related peptidase b24,0
Mus musculus,LHCGR,protein-coding gene,luteinizing hormone/choriogonadotropin receptor,0
Mus musculus,MDM4-PS,,,0
Mus musculus,MGAT4E,protein coding gene,"MGAT4 family, member E",0
Mus musculus,MMEL1,protein-coding gene,membrane metalloendopeptidase like 1,0
Mus musculus,PPP1R2-PS6,,,0
Mus musculus,RP23-100M12.7,,,0
Mus musculus,RP23-125J3.1,,,0
Mus musculus,RP23-136K12.5,,,0
Mus musculus,RP23-155L11.6,,,0
Mus musculus,RP23-198H15.1,,,0
Mus musculus,RP23-219G21.1,,,0
Mus musculus,RP23-21H3.1,,,0
Mus musculus,RP23-227N11.4,,,0
Mus musculus,RP23-230J20.5,,,0
Mus musculus,RP23-269B7.7,,,0
Mus musculus,RP23-274E2.3,,,0
Mus musculus,RP23-282P1.1,,,0
Mus musculus,RP23-283P1.2,,,0
Mus musculus,RP23-287C17.1,,,0
Mus musculus,RP23-303C8.5,,,0
Mus musculus,RP23-314N18.2,,,0
Mus musculus,RP23-368D4.1,,,0
Mus musculus,RP23-382C19.3,,,0
Mus musculus,RP23-411I6.1,,,0
Mus musculus,RP23-41J3.2,,,0
Mus musculus,RP23-430K13.1,,,0
Mus musculus,RP23-479H9.1,,,0
Mus musculus,RP23-56A7.1,,,0
Mus musculus,RP23-73O10.1,,,0
Mus musculus,RP23-78D19.2,,,0
Mus musculus,RP24-130L14.2,,,0
Mus musculus,RP24-152K24.1,,,0
Mus musculus,RP24-182L3.1,,,0
Mus musculus,RP24-225O12.3,,,0
Mus musculus,RP24-243P7.2,,,0
Mus musculus,RP24-375D24.1,,,0
Mus musculus,RP24-422F20.2,,,0
Mus musculus,RP24-483E8.1,,,0
Mus musculus,RP24-69I6.2,,,0
Mus musculus,RP24-88G11.2,,,0
Mus musculus,TCTEX1D1,protein-coding gene,Tctex1 domain containing 1,0
Mus musculus,TSSK5,protein coding gene,testis-specific serine kinase 5,0
Mus musculus,WBP2NL,protein-coding gene,WBP2 N-terminal like,0
Mus musculus,ZDHHC11,protein-coding gene,zinc finger DHHC-type containing 11,0
Mus musculus,ZFP607,,,0
Mus musculus,ANKRD16,protein-coding gene,ankyrin repeat domain 16,0
Mus musculus,ANO8,protein-coding gene,anoctamin 8,0
Mus musculus,ATP5L-PS1,,,0
Mus musculus,BRSK1,protein-coding gene,BR serine/threonine kinase 1,0
Mus musculus,OTOG,protein-coding gene,otogelin,0
Mus musculus,OTOL1,protein-coding gene,otolin 1,0
Mus musculus,PLSCR5,protein-coding gene,phospholipid scramblase family member 5,0
Mus musculus,RP23-103D7.2,,,0
Mus musculus,RP23-17K9.18,,,0
Mus musculus,RP23-242J3.3,,,0
Mus musculus,RP23-416I23.9,,,0
Mus musculus,RP23-70F22.1,,,0
Mus musculus,RP24-159L15.3,,,0
Mus musculus,RP24-212P5.2,,,0
Mus musculus,RP24-467J24.1,,,0
Mus musculus,RP24-531B21.2,,,0
Mus musculus,TMEM254B,protein coding gene,transmembrane protein 254b,0
Mus musculus,ZFP799,protein coding gene,zinc finger protein 799,0
Mus musculus,GCM2,protein-coding gene,glial cells missing homolog 2,0
Mus musculus,GJA3,protein-coding gene,gap junction protein alpha 3,0
Mus musculus,PTH,protein-coding gene,parathyroid hormone,0
Mus musculus,RP23-2H11.3,,,0
Mus musculus,SNHG9,non-coding RNA,small nucleolar RNA host gene 9,0
Mus musculus,SYCP2L,protein-coding gene,synaptonemal complex protein 2 like,0
Mus musculus,SMUG1,protein-coding gene,single-strand-selective monofunctional uracil-DNA glycosylase 1,0
Mus musculus,TRGV2,other,T cell receptor gamma variable 2,0
Mus musculus,ADRB3,protein-coding gene,adrenoceptor beta 3,0
Mus musculus,AOX1,protein-coding gene,aldehyde oxidase 1,0
Mus musculus,CAR5B,protein coding gene,"carbonic anhydrase 5b, mitochondrial",0
Mus musculus,FAM26E,,,0
Mus musculus,NUDT13,protein-coding gene,nudix hydrolase 13,0
Mus musculus,PFKFB1,protein-coding gene,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1",0
Mus musculus,PLIN1,protein-coding gene,perilipin 1,0
Mus musculus,RETN,protein-coding gene,resistin,0
Mus musculus,RP23-202C2.2,,,0
Mus musculus,RP23-458G12.1,,,0
Mus musculus,RP24-169J24.1,,,0
Mus musculus,RP24-492L15.3,,,0
Mus musculus,RP24-541A5.3,,,0
Mus musculus,SLC25A34,protein-coding gene,solute carrier family 25 member 34,0
Mus musculus,WNT16,protein-coding gene,Wnt family member 16,0
Mus musculus,RP23-381K21.5,,,0
Mus musculus,RPL30-PS9,,,0
Mus musculus,1700022N22RIK,lincRNA gene,RIKEN cDNA 1700022N22 gene,0
Mus musculus,1700123K08RIK,protein coding gene,RIKEN cDNA 1700123K08 gene,0
Mus musculus,2700012I20RIK,lincRNA gene,RIKEN cDNA 2700012I20 gene,0
Mus musculus,4921501E09RIK,protein coding gene,RIKEN cDNA 4921501E09 gene,0
Mus musculus,4930524J08RIK,protein coding gene,RIKEN cDNA 4930524J08 gene,0
Mus musculus,4931403G20RIK,lincRNA gene,RIKEN cDNA 4931403G20 gene,0
Mus musculus,AC101740.1,,,0
Mus musculus,AC105324.3,,,0
Mus musculus,AC108433.3,,,0
Mus musculus,AC113029.6,,,0
Mus musculus,AC114666.6,,,0
Mus musculus,AC122037.2,,,0
Mus musculus,AC125354.1,,,0
Mus musculus,AC126539.1,,,0
Mus musculus,AC127556.10,,,0
Mus musculus,AC132142.2,,,0
Mus musculus,AC132567.2,,,0
Mus musculus,AC132939.5,,,0
Mus musculus,AC139063.2,,,0
Mus musculus,AC139673.3,,,0
Mus musculus,AC144480.1,,,0
Mus musculus,AC148988.2,,,0
Mus musculus,AC151669.1,,,0
Mus musculus,AC151736.3,,,0
Mus musculus,AC154992.1,,,0
Mus musculus,AC160526.2,,,0
Mus musculus,AC161218.5,,,0
Mus musculus,AC164004.3,,,0
Mus musculus,ACE3,protein coding gene,angiotensin I converting enzyme (peptidyl-dipeptidase A) 3,0
Mus musculus,ACOT10,protein coding gene,acyl-CoA thioesterase 10,0
Mus musculus,ACTL10,protein-coding gene,actin like 10,0
Mus musculus,ACTRT1,protein-coding gene,actin related protein T1,0
Mus musculus,ADAM21,protein-coding gene,ADAM metallopeptidase domain 21,0
Mus musculus,ADAM25,protein coding gene,a disintegrin and metallopeptidase domain 25 (testase 2),0
Mus musculus,ADAM26A,protein coding gene,a disintegrin and metallopeptidase domain 26A (testase 3),0
Mus musculus,ADAM26B,protein coding gene,a disintegrin and metallopeptidase domain 26B,0
Mus musculus,ADAM34,protein coding gene,a disintegrin and metallopeptidase domain 34,0
Mus musculus,ADAM39,protein coding gene,a disintegrin and metallopeptidase domain 39,0
Mus musculus,ADAM6A,protein coding gene,a disintegrin and metallopeptidase domain 6A,0
Mus musculus,ADCY10,protein-coding gene,adenylate cyclase 10,0
Mus musculus,ALG12,protein-coding gene,"ALG12, alpha-1,6-mannosyltransferase",0
Mus musculus,ANKRD53,protein-coding gene,ankyrin repeat domain 53,0
Mus musculus,ARTN,protein-coding gene,artemin,0
Mus musculus,ASB15,protein-coding gene,ankyrin repeat and SOCS box containing 15,0
Mus musculus,BBS10,protein-coding gene,Bardet-Biedl syndrome 10,0
Mus musculus,BCDIN3D,protein-coding gene,BCDIN3 domain containing RNA methyltransferase,0
Mus musculus,CAAA01000182.1,,,0
Mus musculus,CAAA01077340.1,,,0
Mus musculus,CAPN11,protein-coding gene,calpain 11,0
Mus musculus,CATSPERG2,protein coding gene,cation channel sperm associated auxiliary subunit gamma 2,0
Mus musculus,CCDC166,protein-coding gene,coiled-coil domain containing 166,0
Mus musculus,CCDC34OS,antisense lncRNA gene,"coiled-coil domain containing 34, opposite strand",0
Mus musculus,CCDC87,protein-coding gene,coiled-coil domain containing 87,0
Mus musculus,CEP112OS1,antisense lncRNA gene,"centrosomal protein 112, opposite strand 1",0
Mus musculus,CFAP157,protein-coding gene,cilia and flagella associated protein 157,0
Mus musculus,CH25-211A23.1,,,0
Mus musculus,CH36-341I3.1,,,0
Mus musculus,CHRNA5,protein-coding gene,cholinergic receptor nicotinic alpha 5 subunit,0
Mus musculus,CLDN34A,protein coding gene,claudin 34A,0
Mus musculus,CLDN34B1,protein coding gene,claudin 34B1,0
Mus musculus,CLDN34B2,protein coding gene,claudin 34B2,0
Mus musculus,CLDN34B3,protein coding gene,claudin 34B3,0
Mus musculus,CLDN34B4,protein coding gene,claudin 34B4,0
Mus musculus,CLDN34D,protein coding gene,claudin 34D,0
Mus musculus,CLHC1,protein-coding gene,clathrin heavy chain linker domain containing 1,0
Mus musculus,CNBD1,protein-coding gene,cyclic nucleotide binding domain containing 1,0
Mus musculus,CPSF4L,protein-coding gene,cleavage and polyadenylation specific factor 4 like,0
Mus musculus,CPVL,protein-coding gene,"carboxypeptidase, vitellogenic like",0
Mus musculus,CYB5R2,protein-coding gene,cytochrome b5 reductase 2,0
Mus musculus,CYP4F37,protein coding gene,"cytochrome P450, family 4, subfamily f, polypeptide 37",0
Mus musculus,DCST2,protein-coding gene,DC-STAMP domain containing 2,0
Mus musculus,DEPDC1B,protein-coding gene,DEP domain containing 1B,0
Mus musculus,DNAAF5,protein-coding gene,dynein axonemal assembly factor 5,0
Mus musculus,EFHC2,protein-coding gene,EF-hand domain containing 2,0
Mus musculus,EPHA6,protein-coding gene,EPH receptor A6,0
Mus musculus,ERICH6,protein-coding gene,glutamate rich 6,0
Mus musculus,FAM185A,protein-coding gene,family with sequence similarity 185 member A,0
Mus musculus,FAM187A,protein-coding gene,family with sequence similarity 187 member A,0
Mus musculus,FAM227B,protein-coding gene,family with sequence similarity 227 member B,0
Mus musculus,FAM46D,,,0
Mus musculus,FAM47C,protein-coding gene,family with sequence similarity 47 member C,0
Mus musculus,FAM71E2,protein-coding gene,family with sequence similarity 71 member E2,0
Mus musculus,FAR1OS,antisense lncRNA gene,"fatty acyl CoA reductase 1, opposite strand",0
Mus musculus,FBXO47,protein-coding gene,F-box protein 47,0
Mus musculus,GDF9,protein-coding gene,growth differentiation factor 9,0
Mus musculus,GDPD4,protein-coding gene,glycerophosphodiester phosphodiesterase domain containing 4,0
Mus musculus,GM1141,protein coding gene,predicted gene 1141,0
Mus musculus,GM26662,lincRNA gene,"predicted gene, 26662",0
Mus musculus,GM5169,protein coding gene,predicted gene 5169,0
Mus musculus,GM6225,lincRNA gene,predicted gene 6225,0
Mus musculus,GM9,protein coding gene,predicted gene 9,0
Mus musculus,GM9970,protein coding gene,predicted gene 9970,0
Mus musculus,GRIP1OS1,antisense lncRNA gene,"glutamate receptor interacting protein 1, opposite strand 1",0
Mus musculus,GSC2,protein-coding gene,goosecoid homeobox 2,0
Mus musculus,H2AFB3,protein-coding gene,H2A histone family member B3,0
Mus musculus,HAGLR,non-coding RNA,HOXD antisense growth-associated long non-coding RNA,0
Mus musculus,HBLD2,,,0
Mus musculus,HEATR9,protein-coding gene,HEAT repeat containing 9,0
Mus musculus,HIF1AN,protein-coding gene,hypoxia inducible factor 1 subunit alpha inhibitor,0
Mus musculus,HIST1H3A,protein-coding gene,histone cluster 1 H3 family member a,0
Mus musculus,HIST1H4A,protein-coding gene,histone cluster 1 H4 family member a,0
Mus musculus,IGHV1-84,,immunoglobulin heavy variable 1-84,0
Mus musculus,ISOC2A,protein coding gene,isochorismatase domain containing 2a,0
Mus musculus,JRK,protein-coding gene,Jrk helix-turn-helix protein,0
Mus musculus,KCNU1,protein-coding gene,potassium calcium-activated channel subfamily U member 1,0
Mus musculus,KDM6BOS,antisense lncRNA gene,"KDM1 lysine (K)-specific demethylase 6B, opposite strand",0
Mus musculus,KIF16BOS,antisense lncRNA gene,"kinesin family member 16B, opposite strand",0
Mus musculus,KLF17,protein-coding gene,Kruppel like factor 17,0
Mus musculus,KLK1B7-PS,,,0
Mus musculus,LRRC52,protein-coding gene,leucine rich repeat containing 52,0
Mus musculus,MAGEB5,protein-coding gene,MAGE family member B5,0
Mus musculus,MAS1,protein-coding gene,"MAS1 proto-oncogene, G protein-coupled receptor",0
Mus musculus,MED10,protein-coding gene,mediator complex subunit 10,0
Mus musculus,MFSD7A,protein coding gene,major facilitator superfamily domain containing 7A,0
Mus musculus,MROH9,protein-coding gene,maestro heat like repeat family member 9,0
Mus musculus,MTBP,protein-coding gene,MDM2 binding protein,0
Mus musculus,NELL1OS,antisense lncRNA gene,"NEL-like 1, opposite strand",0
Mus musculus,NKX2-4,protein-coding gene,NK2 homeobox 4,0
Mus musculus,NSUN6,protein-coding gene,NOP2/Sun RNA methyltransferase family member 6,0
Mus musculus,NUDT12OS,antisense lncRNA gene,"nudix (nucleoside diphosphate linked moiety X)-type motif 12, opposite strand",0
Mus musculus,NUTM1,protein-coding gene,NUT midline carcinoma family member 1,0
Mus musculus,OLFR112,protein coding gene,olfactory receptor 112,0
Mus musculus,OLFR701,protein coding gene,olfactory receptor 701,0
Mus musculus,PITPNM2OS1,antisense lncRNA gene,"phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 1",0
Mus musculus,POLI,protein-coding gene,DNA polymerase iota,0
Mus musculus,PP2D1,protein-coding gene,protein phosphatase 2C like domain containing 1,0
Mus musculus,PPP1R2-PS2,,,0
Mus musculus,PPP6R2,protein-coding gene,protein phosphatase 6 regulatory subunit 2,0
Mus musculus,PROX2,protein-coding gene,prospero homeobox 2,0
Mus musculus,RAB11FIP4OS2,antisense lncRNA gene,"RAB11 family interacting protein 4 (class II), opposite strand 2",0
Mus musculus,RFX1,protein-coding gene,regulatory factor X1,0
Mus musculus,RHOX11,protein coding gene,reproductive homeobox 11,0
Mus musculus,RHOX11-PS2,,,0
Mus musculus,RP23-100F3.1,,,0
Mus musculus,RP23-102M4.6,,,0
Mus musculus,RP23-103A1.4,,,0
Mus musculus,RP23-105E20.1,,,0
Mus musculus,RP23-105M23.4,,,0
Mus musculus,RP23-108P11.1,,,0
Mus musculus,RP23-10H9.2,,,0
Mus musculus,RP23-112I20.5,,,0
Mus musculus,RP23-114B24.1,,,0
Mus musculus,RP23-114M13.1,,,0
Mus musculus,RP23-114N1.8,,,0
Mus musculus,RP23-11L1.3,,,0
Mus musculus,RP23-121E15.5,,,0
Mus musculus,RP23-121N17.5,,,0
Mus musculus,RP23-122N18.1,,,0
Mus musculus,RP23-123E17.6,,,0
Mus musculus,RP23-125L8.1,,,0
Mus musculus,RP23-127A21.1,,,0
Mus musculus,RP23-128L22.2,,,0
Mus musculus,RP23-130O4.2,,,0
Mus musculus,RP23-132J5.2,,,0
Mus musculus,RP23-134L6.5,,,0
Mus musculus,RP23-136A1.2,,,0
Mus musculus,RP23-136I9.13,,,0
Mus musculus,RP23-137C6.12,,,0
Mus musculus,RP23-137C6.13,,,0
Mus musculus,RP23-137C6.4,,,0
Mus musculus,RP23-140P6.5,,,0
Mus musculus,RP23-141L18.1,,,0
Mus musculus,RP23-141L18.7,,,0
Mus musculus,RP23-143J5.6,,,0
Mus musculus,RP23-144H18.2,,,0
Mus musculus,RP23-144M4.3,,,0
Mus musculus,RP23-14N2.1,,,0
Mus musculus,RP23-158E1.4,,,0
Mus musculus,RP23-158O11.6,,,0
Mus musculus,RP23-15L19.3,,,0
Mus musculus,RP23-166N12.1,,,0
Mus musculus,RP23-167L1.2,,,0
Mus musculus,RP23-168P24.1,,,0
Mus musculus,RP23-170A19.3,,,0
Mus musculus,RP23-173E15.2,,,0
Mus musculus,RP23-174N20.2,,,0
Mus musculus,RP23-175A18.1,,,0
Mus musculus,RP23-178G8.4,,,0
Mus musculus,RP23-17K9.15,,,0
Mus musculus,RP23-181A16.2,,,0
Mus musculus,RP23-182O1.3,,,0
Mus musculus,RP23-184N11.1,,,0
Mus musculus,RP23-186E14.3,,,0
Mus musculus,RP23-18I13.1,,,0
Mus musculus,RP23-18K13.2,,,0
Mus musculus,RP23-190H11.7,,,0
Mus musculus,RP23-190O13.3,,,0
Mus musculus,RP23-190O13.4,,,0
Mus musculus,RP23-192D5.2,,,0
Mus musculus,RP23-195B3.1,,,0
Mus musculus,RP23-197K11.4,,,0
Mus musculus,RP23-198E1.1,,,0
Mus musculus,RP23-203A12.2,,,0
Mus musculus,RP23-203A12.3,,,0
Mus musculus,RP23-205B8.2,,,0
Mus musculus,RP23-206D5.2,,,0
Mus musculus,RP23-20K13.1,,,0
Mus musculus,RP23-213D14.3,,,0
Mus musculus,RP23-214I6.4,,,0
Mus musculus,RP23-218A4.8,,,0
Mus musculus,RP23-219D8.1,,,0
Mus musculus,RP23-21B19.2,,,0
Mus musculus,RP23-21B19.4,,,0
Mus musculus,RP23-21O1.2,,,0
Mus musculus,RP23-220B20.4,,,0
Mus musculus,RP23-222M11.2,,,0
Mus musculus,RP23-223A11.1,,,0
Mus musculus,RP23-223B10.2,,,0
Mus musculus,RP23-226A4.6,,,0
Mus musculus,RP23-228A20.2,,,0
Mus musculus,RP23-228A20.3,,,0
Mus musculus,RP23-228M12.3,,,0
Mus musculus,RP23-228O9.1,,,0
Mus musculus,RP23-229G17.2,,,0
Mus musculus,RP23-229O20.3,,,0
Mus musculus,RP23-233F23.1,,,0
Mus musculus,RP23-239N12.2,,,0
Mus musculus,RP23-23P9.5,,,0
Mus musculus,RP23-241B5.1,,,0
Mus musculus,RP23-242B22.1,,,0
Mus musculus,RP23-245O13.2,,,0
Mus musculus,RP23-256C8.1,,,0
Mus musculus,RP23-257O9.2,,,0
Mus musculus,RP23-258M15.3,,,0
Mus musculus,RP23-259N3.1,,,0
Mus musculus,RP23-263O11.1,,,0
Mus musculus,RP23-265O19.2,,,0
Mus musculus,RP23-266O23.1,,,0
Mus musculus,RP23-26G3.1,,,0
Mus musculus,RP23-272N19.2,,,0
Mus musculus,RP23-273I12.1,,,0
Mus musculus,RP23-274I9.2,,,0
Mus musculus,RP23-279E14.2,,,0
Mus musculus,RP23-279G21.1,,,0
Mus musculus,RP23-286E6.4,,,0
Mus musculus,RP23-287O4.1,,,0
Mus musculus,RP23-288C18.2,,,0
Mus musculus,RP23-28O15.1,,,0
Mus musculus,RP23-293L24.1,,,0
Mus musculus,RP23-294B15.1,,,0
Mus musculus,RP23-297N24.4,,,0
Mus musculus,RP23-298A7.1,,,0
Mus musculus,RP23-299I16.1,,,0
Mus musculus,RP23-29I5.5,,,0
Mus musculus,RP23-302J17.2,,,0
Mus musculus,RP23-303C8.2,,,0
Mus musculus,RP23-304L22.2,,,0
Mus musculus,RP23-305G5.1,,,0
Mus musculus,RP23-310D3.1,,,0
Mus musculus,RP23-312I2.1,,,0
Mus musculus,RP23-313G19.1,,,0
Mus musculus,RP23-315H12.7,,,0
Mus musculus,RP23-320H14.1,,,0
Mus musculus,RP23-321N22.8,,,0
Mus musculus,RP23-326C6.1,,,0
Mus musculus,RP23-338E5.5,,,0
Mus musculus,RP23-339G10.1,,,0
Mus musculus,RP23-346B17.3,,,0
Mus musculus,RP23-346B18.3,,,0
Mus musculus,RP23-346P15.3,,,0
Mus musculus,RP23-347G20.6,,,0
Mus musculus,RP23-348B21.1,,,0
Mus musculus,RP23-354F11.2,,,0
Mus musculus,RP23-355N20.7,,,0
Mus musculus,RP23-358N17.1,,,0
Mus musculus,RP23-365O24.3,,,0
Mus musculus,RP23-366I14.2,,,0
Mus musculus,RP23-377I11.1,,,0
Mus musculus,RP23-379C1.1,,,0
Mus musculus,RP23-379M5.3,,,0
Mus musculus,RP23-37N15.2,,,0
Mus musculus,RP23-380A10.3,,,0
Mus musculus,RP23-382G13.1,,,0
Mus musculus,RP23-383A10.7,,,0
Mus musculus,RP23-386F19.2,,,0
Mus musculus,RP23-391I11.9,,,0
Mus musculus,RP23-392H4.5,,,0
Mus musculus,RP23-395L3.3,,,0
Mus musculus,RP23-395M5.6,,,0
Mus musculus,RP23-397G23.1,,,0
Mus musculus,RP23-39D21.3,,,0
Mus musculus,RP23-400M20.3,,,0
Mus musculus,RP23-401E12.2,,,0
Mus musculus,RP23-402J24.1,,,0
Mus musculus,RP23-402K6.2,,,0
Mus musculus,RP23-403B2.10,,,0
Mus musculus,RP23-403B2.3,,,0
Mus musculus,RP23-407E2.31,,,0
Mus musculus,RP23-407H16.2,,,0
Mus musculus,RP23-407J24.3,,,0
Mus musculus,RP23-410E7.1,,,0
Mus musculus,RP23-410F8.1,,,0
Mus musculus,RP23-413D14.1,,,0
Mus musculus,RP23-413D8.3,,,0
Mus musculus,RP23-413I21.1,,,0
Mus musculus,RP23-414P13.3,,,0
Mus musculus,RP23-415M7.1,,,0
Mus musculus,RP23-416A5.2,,,0
Mus musculus,RP23-417F2.2,,,0
Mus musculus,RP23-419H6.1,,,0
Mus musculus,RP23-419J18.4,,,0
Mus musculus,RP23-425D13.2,,,0
Mus musculus,RP23-428E20.1,,,0
Mus musculus,RP23-428G22.1,,,0
Mus musculus,RP23-42P20.3,,,0
Mus musculus,RP23-433B2.4,,,0
Mus musculus,RP23-438P19.4,,,0
Mus musculus,RP23-441D9.10,,,0
Mus musculus,RP23-441I24.1,,,0
Mus musculus,RP23-450D2.2,,,0
Mus musculus,RP23-451G17.2,,,0
Mus musculus,RP23-452O23.2,,,0
Mus musculus,RP23-453H5.2,,,0
Mus musculus,RP23-458A10.3,,,0
Mus musculus,RP23-459K15.14,,,0
Mus musculus,RP23-462C14.1,,,0
Mus musculus,RP23-462I24.2,,,0
Mus musculus,RP23-463F7.10,,,0
Mus musculus,RP23-463H17.2,,,0
Mus musculus,RP23-464F22.3,,,0
Mus musculus,RP23-469G4.1,,,0
Mus musculus,RP23-469H11.1,,,0
Mus musculus,RP23-472D18.2,,,0
Mus musculus,RP23-472J11.11,,,0
Mus musculus,RP23-472J11.9,,,0
Mus musculus,RP23-473B17.5,,,0
Mus musculus,RP23-475J16.2,,,0
Mus musculus,RP23-477D20.2,,,0
Mus musculus,RP23-479K12.1,,,0
Mus musculus,RP23-48K5.4,,,0
Mus musculus,RP23-4P1.7,,,0
Mus musculus,RP23-50B22.1,,,0
Mus musculus,RP23-50H15.3,,,0
Mus musculus,RP23-51D4.3,,,0
Mus musculus,RP23-56C2.1,,,0
Mus musculus,RP23-62I23.2,,,0
